Level,ISO1_3C,Admin0
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
State,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Municipality,BRA,Brazil
Country,BHS,The Bahamas
Country,BTN,Bhutan
Country,BWA,Botswana
Country,BLR,Belarus
Country,BLZ,Belize
Country,CAN,Canada
Cruise Ship,CAN,Canada
Cruise Ship,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Province,CAN,Canada
Country,COD,Congo (Kinshasa)
Country,CAF,Central African Republic
Country,COG,Congo (Brazzaville)
Country,CHE,Switzerland
Country,CIV,Cote d'Ivoire
Country,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Province,CHL,Chile
Country,CMR,Cameroon
Country,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Province,CHN,China
Country,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Province,COL,Colombia
Country,CRI,Costa Rica
Country,CUB,Cuba
Country,CPV,Cape Verde
Country,CYP,Cyprus
Country,CZE,Czechia
Country,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS1,DEU,Germany
NUTS2,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
NUTS3,DEU,Germany
Country,DJI,Djibouti
Country,DNK,Denmark
Province,DNK,Denmark
Province,DNK,Denmark
Province,DNK,Denmark
Country,DMA,Dominica
Country,DOM,Dominican Republic
Country,DZA,Algeria
Country,ECU,Ecuador
Country,EST,Estonia
Country,EGY,Egypt
Country,ESH,Western Sahara
Country,ERI,Eritrea
Country,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Province,ESP,Spain
Country,ETH,Ethiopia
Country,FIN,Finland
Country,FJI,Fiji
Country,FSM,Federated States of Micronesia
Country,FRA,France
Province,FRA,France
Province,FRA,France
Province,FRA,France
Province,FRA,France
Province,FRA,France
Province,FRA,France
Province,FRA,France
Province,FRA,France
Province,FRA,France
Province,FRA,France
Province,FRA,France
Province,FRA,France
Country,GAB,Gabon
Country,GBR,United Kingdom
Province,GBR,United Kingdom
Province,GBR,United Kingdom
Province,GBR,United Kingdom
Province,GBR,United Kingdom
Province,GBR,United Kingdom
